
Validation Epoch: Epoch loss: 0.0071, Accuracy: 843/844 (99.882%)

Validation Epoch: Epoch loss: 0.5820, Accuracy: 618/844 (73.223%)

Validation Epoch: Epoch loss: 0.0627, Accuracy: 832/844 (98.578%)

Validation Epoch: Epoch loss: 0.0015, Accuracy: 844/844 (100.000%)

Validation Epoch: Epoch loss: 2.9360, Accuracy: 84/844 (9.953%)

Validation Epoch: Epoch loss: 0.0054, Accuracy: 844/844 (100.000%)

Validation Epoch: Epoch loss: 0.0009, Accuracy: 844/844 (100.000%)

Validation Epoch: Epoch loss: 0.0010, Accuracy: 844/844 (100.000%)

Validation Epoch: Epoch loss: 0.4727, Accuracy: 656/844 (77.725%)

Validation Epoch: Epoch loss: 0.0554, Accuracy: 836/844 (99.052%)

Validation Epoch: Epoch loss: 0.1412, Accuracy: 801/844 (94.905%)

Validation Epoch: Epoch loss: 0.1774, Accuracy: 787/844 (93.246%)

Validation Epoch: Epoch loss: 0.0001, Accuracy: 844/844 (100.000%)

Validation Epoch: Epoch loss: 0.0012, Accuracy: 844/844 (100.000%)

Validation Epoch: Epoch loss: 0.0507, Accuracy: 836/844 (99.052%)

Validation Epoch: Epoch loss: 0.0315, Accuracy: 837/844 (99.171%)

Validation Epoch: Epoch loss: 1.6291, Accuracy: 318/844 (37.678%)

Validation Epoch: Epoch loss: 0.6151, Accuracy: 610/844 (72.275%)

Validation Epoch: Epoch loss: 0.1350, Accuracy: 799/844 (94.668%)

Validation Epoch: Epoch loss: 0.0013, Accuracy: 844/844 (100.000%)

Validation Epoch: Epoch loss: 0.0273, Accuracy: 840/844 (99.526%)

Validation Epoch: Epoch loss: 0.0018, Accuracy: 844/844 (100.000%)

Validation Epoch: Epoch loss: 0.0294, Accuracy: 838/844 (99.289%)

Validation Epoch: Epoch loss: 0.0382, Accuracy: 841/844 (99.645%)

Validation Epoch: Epoch loss: 0.0450, Accuracy: 833/844 (98.697%)

Validation Epoch: Epoch loss: 0.0006, Accuracy: 844/844 (100.000%)

Validation Epoch: Epoch loss: 0.1619, Accuracy: 1574/1680 (93.690%)

Validation Epoch: Epoch loss: 0.1479, Accuracy: 1592/1680 (94.762%)

Validation Epoch: Epoch loss: 0.1273, Accuracy: 1599/1680 (95.179%)

Validation Epoch: Epoch loss: 0.1642, Accuracy: 1578/1680 (93.929%)

Validation Epoch: Epoch loss: 0.0464, Accuracy: 1654/1680 (98.452%)

Validation Epoch: Epoch loss: 0.0235, Accuracy: 1667/1680 (99.226%)

Validation Epoch: Epoch loss: 0.0571, Accuracy: 1646/1680 (97.976%)

Validation Epoch: Epoch loss: 0.0181, Accuracy: 1670/1680 (99.405%)

Validation Epoch: Epoch loss: 0.0070, Accuracy: 1678/1680 (99.881%)

Validation Epoch: Epoch loss: 0.0162, Accuracy: 1672/1680 (99.524%)

Validation Epoch: Epoch loss: 0.0083, Accuracy: 1675/1680 (99.702%)

Validation Epoch: Epoch loss: 0.0043, Accuracy: 1679/1680 (99.940%)

Validation Epoch: Epoch loss: 0.0076, Accuracy: 1678/1680 (99.881%)

